dataset,window,method,seed,method_label,test_total_return,test_sharpe,test_sortino,test_max_drawdown,test_calmar
portfolio_5stocks,W2,pbir,123,PBIR-GIFT,9.79253098343218,2.0508528011197042,2.0648984975247098,6.948239678788995,3.319305232969024
portfolio_5stocks,W2,pbir,456,PBIR-GIFT,13.118934299082019,1.8422334798246809,1.7165155827403138,9.323594552939852,3.3271836361381495
portfolio_5stocks,W2,sma,deterministic,SMA,26.436865571845015,1.96893407830685,1.8936585938841846,18.78639500389718,3.257678461636726
portfolio_5stocks,W2,wma,deterministic,WMA,21.945786317914283,1.761501367354234,1.676420304880725,17.453199347021098,2.9813155649457213
portfolio_5stocks,W2,atr,deterministic,ATR,24.966888172480118,2.621959069841437,2.6670782691727415,9.804496648738835,5.690864091147114
portfolio_5stocks,W2,bollinger,deterministic,Bollinger Bands,9.795150095256977,1.214005401753025,1.404886380699382,10.032145813031937,2.436759478632165
portfolio_5stocks,W2,turn_of_month,deterministic,Turn-of-the-Month,3.8654786479275005,1.2962413572345808,0.6885753299111821,3.453149330828392,2.711808558564092
portfolio_5stocks,W2,xgboost,42,XGBoost,24.098632216406735,2.2938292839080057,2.40566066606943,8.81939762443762,6.202678883294124
portfolio_5stocks,W2,xgboost,123,XGBoost,33.925407312189115,3.0667338093872183,3.110537280641873,9.583838440602644,7.620364227730299
portfolio_5stocks,W2,xgboost,456,XGBoost,17.56840337478387,1.7116337046496988,1.80212978563132,8.898011587437942,4.7030672833272025
portfolio_5stocks,W3,pure_gift,42,Pure GIFT,-22.45720842703143,-1.5055742689055573,-1.362115605824184,31.419477074776008,-1.7305927507651053
portfolio_5stocks,W3,pure_gift,123,Pure GIFT,-16.325338052221994,-1.1762011405196182,-1.0688746898837551,25.354760804773658,-1.4832173337771175
portfolio_5stocks,W3,pure_gift,456,Pure GIFT,-30.48904314232391,-1.6353271072667128,-1.442649120350151,37.58832387890194,-2.0246195149924637
portfolio_5stocks,W3,pbir,42,PBIR-GIFT,-14.207450506483799,-0.8880911801974841,-0.832283464856239,23.902303194516126,-1.2859726058376786
portfolio_5stocks,W3,pbir,123,PBIR-GIFT,-20.83548664526338,-1.3257388234767769,-1.1570443806966255,28.950366711891824,-1.6945324149242376
portfolio_5stocks,W3,pbir,456,PBIR-GIFT,-25.974544071036753,-1.267576942184376,-1.1520817150483185,36.65290392155884,-1.651441348796415
portfolio_5stocks,W3,sma,deterministic,SMA,-19.084408932596574,-1.8620784518436206,-1.4504432894255082,24.20299999771027,-1.9613675401998572
portfolio_5stocks,W3,wma,deterministic,WMA,-18.405392308288537,-2.0673677864340485,-1.4385919353190046,22.057340313371494,-2.095495431003716
portfolio_5stocks,W3,atr,deterministic,ATR,-28.56205170655245,-2.797137195621523,-2.444077541428374,32.183082873907836,-2.3863870864225665
portfolio_5stocks,W3,bollinger,deterministic,Bollinger Bands,-10.642219772056249,-0.9902729797275965,-0.8835984153963629,19.913447438197128,-1.2080141519155967
portfolio_5stocks,W3,turn_of_month,deterministic,Turn-of-the-Month,-10.838943051302829,-1.3644748464556329,-0.717602587482287,15.229806760923854,-1.6893312790247794
portfolio_5stocks,W3,xgboost,42,XGBoost,-33.19235599531643,-1.3490755322648111,-1.195799482710771,42.69540391190206,-1.8492358155293867
portfolio_5stocks,W3,xgboost,123,XGBoost,-28.28841857077541,-1.1431419990446356,-1.0419431295629906,39.85717525701497,-1.601293320547288
portfolio_5stocks,W3,xgboost,456,XGBoost,-33.124659452142325,-1.304967713312225,-1.1489717218531281,44.40124050548416,-1.7541717374087913
portfolio_5stocks,W4,pure_gift,42,Pure GIFT,-9.900952800299223,-0.7715803427842326,-0.8529249864456676,15.653781757350252,-1.3566155956535395
portfolio_5stocks,W4,pure_gift,123,Pure GIFT,-14.396936465877275,-1.3324591290468182,-1.5121063992809856,19.152512334122004,-1.7771845697115156
portfolio_5stocks,W4,pure_gift,456,Pure GIFT,0.23570127272400931,0.17428976341659466,0.1988225862533966,12.885167681078421,0.4257048839401673
portfolio_5stocks,W4,pbir,42,PBIR-GIFT,-19.181801719869895,-1.4166491163961898,-1.5309774238276244,26.222949145789286,-1.748548749765866
portfolio_5stocks,W4,pbir,123,PBIR-GIFT,-13.096933614623751,-1.7359056444847163,-1.8326073795656417,17.381971557713623,-1.8395951316438965
portfolio_5stocks,W4,pbir,456,PBIR-GIFT,-3.196660267972151,-0.1614557800996022,-0.17594547551191442,11.916510784312727,-0.35959699504936793
portfolio_5stocks,W4,sma,deterministic,SMA,8.73438491698022,0.6522297697832171,0.7711658389051653,25.448692324150024,1.2504427039221377
portfolio_5stocks,W4,wma,deterministic,WMA,-3.5726525402161813,0.0024323730487796945,0.0025092460312477896,21.40113246698329,0.004779014117519946
portfolio_5stocks,W4,atr,deterministic,ATR,-13.331615126978491,-0.9075358297949269,-0.9345246710476091,25.1535508811831,-1.159961333214552
portfolio_5stocks,W4,bollinger,deterministic,Bollinger Bands,-9.691255775623997,-0.7960624239276204,-0.7554663605893989,16.555664030585273,-1.2693342986437448
portfolio_5stocks,W4,turn_of_month,deterministic,Turn-of-the-Month,-13.944996772227325,-2.5329905170520277,-1.1777928656518222,16.972645671836244,-2.0649251231843593
