dataset,window,method,method_label,n_runs,deterministic,mean_test_total_return,run_sd_test_total_return,mean_test_sharpe,run_sd_test_sharpe,mean_test_sortino,run_sd_test_sortino,mean_test_max_drawdown,run_sd_test_max_drawdown,mean_test_calmar,run_sd_test_calmar
portfolio_5stocks2,W1,atr,ATR,1,True,7.598526791994176,0.0,1.0821835209145279,0.0,1.038203417610345,0.0,9.813553222172672,0.0,1.951004024220237,0.0
portfolio_5stocks2,W1,bollinger,Bollinger Bands,1,True,16.52210903629929,0.0,1.845611194450967,0.0,2.1296226968619383,0.0,6.29570639940532,0.0,6.184962021977592,0.0
portfolio_5stocks2,W1,turn_of_month,Turn-of-the-Month,1,True,7.6396710235451915,0.0,2.805035051963827,0.0,1.8317922572980192,0.0,2.657756754051008,0.0,6.726234583416108,0.0
portfolio_5stocks2,W1,xgboost,XGBoost,3,False,16.822142276220706,4.32423902198346,2.6120856617296497,0.49073701649352014,2.881021158011542,0.6520342323593458,5.416444925813882,0.4197067499359253,7.020527880174368,1.0878543515971169
portfolio_5stocks2,W2,pbir,PBIR-GIFT,3,False,5.168363989788705,0.8575461059201798,1.0476354206787535,0.20279289313435123,1.0269603213814982,0.148501218687092,4.989680860152762,1.1327390521590275,2.6941695349832115,0.8124213398224686
portfolio_5stocks2,W2,pure_gift,Pure GIFT,3,False,1.636828449142495,2.7333894687681193,0.3796090500198168,0.532895142994714,0.3595310930273469,0.5088785642964536,6.138509973367203,1.0142521282396513,0.8698964927284375,1.2913195634157348
portfolio_5stocks2,W2,sma,SMA,1,True,1.5418989783299253,0.0,0.28941930706405095,0.0,0.2670806597226762,0.0,9.397960507867186,0.0,0.5801625496577001,0.0
portfolio_5stocks2,W2,wma,WMA,1,True,2.038632109645744,0.0,0.3565280313058625,0.0,0.326917206109609,0.0,9.011391322505721,0.0,0.7230321610116129,0.0
portfolio_5stocks2,W2,atr,ATR,1,True,0.9152163874381003,0.0,0.21881495312386104,0.0,0.21214841346673344,0.0,8.71651672137578,0.0,0.38790165408046506,0.0
portfolio_5stocks2,W2,bollinger,Bollinger Bands,1,True,-8.21173635702821,0.0,-1.2842078813412638,0.0,-1.3552961157079761,0.0,8.907799162504638,0.0,-2.1796828596418276,0.0
portfolio_5stocks2,W2,turn_of_month,Turn-of-the-Month,1,True,4.859276201285745,0.0,2.2361681660134263,0.0,1.587512380272223,0.0,2.0929768282454346,0.0,5.505321634464465,0.0
portfolio_5stocks2,W2,xgboost,XGBoost,3,False,4.694206021523062,1.1288109131297428,0.7811952195365421,0.15641486553899858,0.8043370597064526,0.15619865627337115,5.290964481400589,0.17584731824977284,2.3225324982673303,0.5786042778448687
portfolio_5stocks2,W3,pbir,PBIR-GIFT,3,False,-2.808685864528331,5.489414216314368,-0.1541383522274237,0.5512250311361427,-0.129729917497118,0.4705112949585897,14.68294995382328,3.1013238168450177,-0.21864398539433674,0.8591704643173731
portfolio_5stocks2,W3,pure_gift,Pure GIFT,3,False,-5.533601563611227,2.40733315915676,-0.42066916013120226,0.22129480909168817,-0.3524472319113848,0.1808888549057566,15.475195014142562,4.04552029063786,-0.6438643271453287,0.24959970370307583
portfolio_5stocks2,W3,sma,SMA,1,True,-1.0657000311585119,0.0,0.09966149019196847,0.0,0.08930357592322663,0.0,18.529488375219536,0.0,0.1862064225256699,0.0
